"locus"	"product"	"p_id"	"AP"	"GP"
Bd1881	hypothetical protein	NP_968741.1	0	13.77360411
Bd1882	hypothetical protein	NP_968742.1	11.71216901	431.6263148
Bd1883	hypothetical protein	NP_968743.1	11.30582845	471.7459407
Bd1884	hypothetical protein	NP_968744.1	25.18116336	324.7988019
Bd1885	hypothetical protein	NP_968745.1	4.13422085	51.62531839
Bd1886	hypothetical protein	NP_968746.1	3.513650702	31.39100471
Bd1887	2-oxoglutarate/malate translocator	NP_968747.1	51.4952216	66.24850075
Bd1888	hypothetical protein	NP_968748.1	1601.337597	84.55637626
Bd1889	hypothetical protein	NP_968749.1	7.97101574	0
Bd1890	hypothetical protein	NP_968750.1	2.79790704	14.0605542
Bd1891	NtrC family transcriptional regulator	NP_968751.1	390.7585426	1.906515823
Bd1892	hypothetical protein	NP_968752.1	89.56059087	0.831165765
Bd1894	hypothetical protein	NP_968753.1	18.07878395	12.9789731
Bd1895	hypothetical protein	NP_968754.1	0.645670855	21.63162184
Bd1896	hypothetical protein	NP_968755.1	4.173673485	4.660957192
Bd1897	hypothetical protein	NP_968756.1	7.140926923	10.07323286
Bd1898	putative trypsin	NP_968757.1	1.131737679	1.26387004
Bd1899	sensory transduction histidine kinase	NP_968758.1	0	6.265711153
Bd1900	hypothetical protein	NP_968759.1	1.370403448	112.4844336
Bd1901	hypothetical protein	NP_968760.1	0.406147796	53.06725293
Bd1902	hypothetical protein	NP_968761.1	129.8228867	161.9775843
Bd1903	peptidyl-prolyl cis-trans isomerase| FKBP-type	NP_968762.1	13.02473967	37.81804232
Bd1904	hypothetical protein	NP_968763.1	5.534321618	40.79105832
Bd1905	hypothetical protein	NP_968764.1	1.208695841	31.04570366
Bd1906	hypothetical protein	NP_968765.1	4.796412069	2844.249249
Bd1907	hypothetical protein	NP_968766.1	9.442936261	226.7264364
Bd1908	hypothetical protein	NP_968767.1	2.518116336	63.27249388
Bd1909	hypothetical protein	NP_968768.1	2.93372777	108.116106
Bd1910	hypothetical protein	NP_968769.1	0	19.76077887
Bd1912	amino acid transporter	NP_968770.1	0.243885359	6.536625679
Bd1913	hypothetical protein	NP_968771.1	0.812295592	10.88559034
Bd1914	hypothetical protein	NP_968772.1	0	0
Bd1915	putative outer membrane secretion protein	NP_968773.1	2.06968466	10.78617856
Bd1916	hypothetical protein	NP_968774.1	4.286155466	129.2374343
Bd1917	hypothetical protein	NP_968775.1	2.154538042	214.7430095
Bd1918	putative esterase	NP_968776.1	0.714359244	129.2374343
Bd1919	fructose 1|6-bisphosphatase II	NP_968777.1	1.255135868	72.5366908
Bd1920	hypothetical protein	NP_968778.1	1.027802586	41.32081233
Bd1921	hypothetical protein	NP_968779.1	1139.684937	4.863517637
Bd1922	hypothetical protein	NP_968780.1	126.8384525	152.0622898
Bd1923	putative polyketide cyclase	NP_968781.1	11.19162816	642.0986416
Bd1924	hypothetical protein	NP_968782.1	9.592824138	377.6263127
Bd1925	hypothetical protein	NP_968783.1	10.41979174	81.45424499
Bd1926	succinate-semialdehyde dehydrogenase (NADP+)	NP_968784.1	3.805153575	53.24263189
Bd1927	putative cell cycle protein	NP_968785.1	4.130664021	75.58102318
Bd1928	cell division protein	NP_968786.1	448.8951661	591.84921
Bd1929	hypothetical protein	NP_968787.1	47.75094682	166.2269963
Bd1930	hypothetical protein	NP_968788.1	9.286670176	67.01200297
Bd1931	phosphoglucosamine mutase	NP_968789.1	16.05436616	136.307556
Bd1932	pyridoxine 5'-phosphate synthase	NP_968790.1	7.491916372	178.4876962
Bd1933	putative ATPase/GTPase	NP_968791.1	5.444575862	223.4488072
Bd1934	putative endonuclease	NP_968792.1	17.25376008	48.43079778
Bd1935	hypothetical protein	NP_968793.1	118.9279041	18.29566088
Bd1936	hypothetical protein	NP_968794.1	104.6816934	3.615571079
Bd1937	hypothetical protein	NP_968795.1	541.5801679	11.16573421
Bd1938	cysteine desulphurase involved in Fe-S clsuter	NP_968796.1	2.004470715	67.99432178
Bd1939	tRNA-methyltransferase	NP_968797.1	1.144598335	76.69393197
Bd1940	Fe-S oxidoreductase	NP_968798.1	1.588001293	38.76152778
Bd1941	ribonuclease III	NP_968799.1	0.428615547	51.69497372
Bd1942	GTP-binding protein Era	NP_968800.1	1.656655484	53.28210011
Bd1944	GTP-binding protein	NP_968801.1	1.566827943	65.99086769
Bd1945	sodium-dependent serine transporter	NP_968802.1	26.06471295	41.44163342
Bd1946	hypothetical protein	NP_968803.1	509.1102133	102.4177333
Bd1947	hypothetical protein	NP_968804.1	36.33446403	545.4724586
Bd1948	hypothetical protein	NP_968805.1	4.631018549	152.047924
Bd1949	hypothetical protein	NP_968806.1	0.721178903	37.85275688
Bd1950	microcin C7 self-immunity protein	NP_968807.1	0.324918237	64.22498303
Bd1951	D-alanyl-D-alanine carboxypeptidease| putative	NP_968808.1	2.560796274	115.3442073
Bd1952	hypothetical protein	NP_968809.1	11.58779199	192.6171495
Bd1953	hypothetical protein	NP_968810.1	0	85.06054273
Bd1954	DNA mismatch repair protein MutS	NP_968811.1	0.359303163	85.06551694
Bd1955	protein-P-II uridylyltransferase	NP_968812.1	5.624883244	85.02070173
Bd1956	hypothetical protein	NP_968813.1	0	1531.518826
Bd1957	hypothetical protein	NP_968814.1	2.09843028	17.57569274
Bd1958	hypothetical protein	NP_968815.1	127.0285438	206.3408718
Bd1959	hypothetical protein	NP_968816.1	1.123323273	67.74155478
Bd1960	hypothetical protein	NP_968817.1	0.743355376	62.26075658
Bd1961	regulator of cysteine desulfurase activity	NP_968818.1	8.335833389	139.6358486
Bd1962	putative V8-like Glu-specific endopeptidase	NP_968819.1	4.167916694	425.8893381
Bd1963	hypothetical protein	NP_968820.1	20.90511675	57.30339068
Bd1964	hypothetical protein	NP_968821.1	2.16147325	915.3239744
Bd1965	hypothetical protein	NP_968822.1	5.341458895	26.84287619
Bd1966	hypothetical protein	NP_968823.1	35.95186745	16.92243691
Bd1967	pseudouridylate synthase	NP_968824.1	95.40180591	49.38340986
Bd1968	6-pyruvoyltetrahydropterin synthase	NP_968825.1	110.0223138	62.2990709
Bd1969	oxidoreductase	NP_968826.1	253.0628715	183.398533
Bd1970	hypothetical protein	NP_968827.1	7293.035049	28.65169534
Bd1971	hypothetical protein	NP_968828.1	5.526040837	120.3387082
Bd1972	ABC-type dipeptide/oligopeptide/nickel	NP_968829.1	1.23841787	35.26663593
Bd1973	butyryl-CoA dehydrogenase	NP_968830.1	0.258932271	871.8266509
Bd1974	hypothetical protein	NP_968831.1	0	28.92456863
Bd1975	putative Zn-dependent protease	NP_968832.1	31.44796872	908.5281172
Bd1976	hypothetical protein	NP_968833.1	26.92040287	821.8457263
Bd1977	hypothetical protein	NP_968834.1	43.66794792	753.576696
Bd1978	hypothetical protein	NP_968835.1	18.95993477	242.1723687
Bd1979	hypothetical protein	NP_968836.1	7.050725741	110.2347449
Bd1980	cytochrome c biogenesis (thioredoxin)	NP_968837.1	7.109975537	156.8165338
Bd1981	hypothetical protein	NP_968838.1	7809.601546	102.7031785
Bd1982	hypothetical protein	NP_968839.1	251.647587	461.662496
Bd1983	ribonucleotide-diphosphate reductase small	NP_968840.1	9.863244996	1122.507864
Bd1984	ribonucleoside-diphosphate reductase alpha	NP_968841.1	4.144530628	799.8737214
Bd1985	putative Fe-S oxidoreductase	NP_968842.1	0	39.64351097
Bd1986	hypothetical protein	NP_968843.1	0.799402011	77.66782317
Bd1987	amino acid ABC transporter| periplasmic	NP_968844.1	4.232128296	77.98290562
Bd1988	hypothetical protein	NP_968845.1	4.114320186	24.50492955
Bd1989	hypothetical protein	NP_968846.1	0	46.42214718
Bd1990	putative auxin-regulated protein	NP_968847.1	2.980019333	59.23736442
Bd1991	hypothetical protein	NP_968848.1	2.041715948	257.6501552
Bd1992	RND superfamily exporter	NP_968849.1	1.688677622	4.65911855
Bd1994	hypothetical protein	NP_968850.1	4.739983692	13.89513591
Bd1995	hypothetical protein	NP_968851.1	0.691473593	10.03865654
Bd1996	hypothetical protein	NP_968852.1	0	13.32052503
Bd1997	putative flavoprotein	NP_968853.1	0.519199245	481.827651
Bd1998	KUP system| potassium uptake transmembrane	NP_968854.1	2.405364858	301.1896624
Bd1999	patatin family protein	NP_968855.1	1.06025951	68.37869514
Bd2000	hypothetical protein	NP_968856.1	0	19.85019416
Bd2001	YCE I like family protein	NP_968857.1	13.29360908	1032.915433
Bd2002	hypothetical protein	NP_968858.1	31.73960141	155.1634148
Bd2003	hypothetical protein	NP_968859.1	52.35687432	8.352804472
Bd2004	hypothetical protein	NP_968860.1	63.79228052	19.68477587
Bd2005	hypothetical protein	NP_968861.1	31.20610429	3626.070283
Bd2006	hypothetical protein	NP_968862.1	182.2389348	363.5450507
Bd2007	serine hydroxymethyltransferase	NP_968863.1	1.452759425	385.313264
Bd2009	ribose 5-phosphate isomerase B	NP_968864.1	1.266976773	148.5643462
Bd2010	3-oxoacyl-[acyl-carrier-protein] synthase II	NP_968865.1	4.276046609	2528.512114
Bd2011	hypothetical protein	NP_968866.1	2.549991227	4181.857992
Bd2012	3-oxoacyl-(Acyl-carrier-protein) reductase	NP_968867.1	0.783849443	776.0112868
Bd2013	malonyl CoA-acyl carrier protein transacylase	NP_968868.1	0.309922011	302.1504938
Bd2014	3-oxoacyl-(acyl-carrier-protein) synthase III	NP_968869.1	3.640650125	1352.86248
Bd2015	50S ribosomal protein L32	NP_968870.1	6.498364739	3837.170596
Bd2016	hypothetical protein	NP_968871.1	1.386119084	61.91803682
Bd2017	beta-ketoadipate enol-lactone hydrolase	NP_968872.1	6.29529084	113.6561464
Bd2018	hypothetical protein	NP_968873.1	24.41809781	282.9153935
Bd2019	solute carrier family 39 protein	NP_968874.1	0.456801149	97.94562922
Bd2020	ABC-type transporter nitrate-binding protein	NP_968875.1	3.238734838	128.0369437
Bd2021	ABC-type nitrate transporter| permease protein	NP_968876.1	2.379322522	43.84235796
Bd2022	ABC-type nitrate transporter| ATP-binding	NP_968877.1	4.149704824	92.26251292
Bd2023	hypothetical protein	NP_968878.1	1.481244904	191.8852102
Bd2024	hypothetical protein	NP_968879.1	372.0460172	100.3239543
Bd2025	bacteriophage integrase or recombinase	NP_968880.1	54.3234086	79.62381252
Bd2026	hypothetical protein	NP_968881.1	41.92599788	155.8794435
Bd2027	hypothetical protein	NP_968882.1	32.07239395	175.9868332
Bd2028	leucine dehydrogenase	NP_968883.1	13.35870735	601.5082707
Bd2030	hypothetical protein	NP_968884.1	0.748882182	564.5129565
Bd2031	putative lipoprotein	NP_968885.1	0.525977303	636.1391203
Bd2032	hypothetical protein	NP_968886.1	0.793107507	340.1104133
Bd2033	hypothetical protein	NP_968887.1	2.090265182	23.19717891
Bd2034	isopenicillin N epimerase	NP_968888.1	4.345987585	60.81011256
Bd2035	hypothetical protein	NP_968889.1	0	115.9588562
Bd2036	beta-lactamase family exonuclease	NP_968890.1	5.781105937	143.7714946
Bd2038	hypothetical protein	NP_968891.1	11.58333515	163.6648508
Bd2039	hypothetical protein	NP_968892.1	24.75913269	137.6206198
Bd2040	HAD superfamily hydrolase	NP_968893.1	31.4764542	120.9207661
Bd2041	ABC polar amino acid transport system	NP_968894.1	15.49610053	64.21176167
Bd2042	hypothetical protein	NP_968895.1	0.230491198	3.861021747
Bd2043	hypothetical protein	NP_968896.1	55.66362427	3.552140007
Bd2044	hypothetical protein	NP_968897.1	16.84593507	15.28534115
Bd2045	homoserine kinase	NP_968898.1	41.61677298	54.55831807
Bd2046	hypothetical protein	NP_968899.1	343.0082793	9.120359478
Bd2047	hypothetical protein	NP_968900.1	687.075662	0
Bd2048	hypothetical protein	NP_968901.1	0	0
Bd2049	hypothetical protein	NP_968902.1	1.937012566	0
Bd2050	hypothetical protein	NP_968903.1	1.33410137	21.23050567
Bd2051	hypothetical protein	NP_968904.1	1.514656443	25.37242862
Bd2052	hypothetical protein	NP_968905.1	2.152236185	59.12643303
Bd2053	component of the Tol biopolymer transport	NP_968906.1	3.202527443	59.18411735
Bd2054	hypothetical protein	NP_968907.1	672.4569721	30.53148911
Bd2055	hypothetical protein	NP_968908.1	139.6955015	243.0467225
Bd2056	RNA methyltransferase	NP_968909.1	51.0096574	33.83207899
Bd2057	hypothetical protein	NP_968910.1	233.2820983	20.69289108
Bd2058	hypothetical protein	NP_968911.1	621.8370888	14.6482944
Bd2059	hypothetical protein	NP_968912.1	5.755694483	27.54720822
Bd2060	hypothetical protein	NP_968913.1	0.935523097	5.223735305
Bd2061	hypothetical protein	NP_968914.1	5.896077275	92.18236506
Bd2062	hypothetical protein	NP_968915.1	84.57641241	4.057554718
Bd2063	hypothetical protein	NP_968916.1	11.44598335	114.0822238
Bd2064	hypothetical protein	NP_968917.1	25.18116336	127.1939364
Bd2065	hypothetical protein	NP_968918.1	76.65209476	146.4419984
Bd2066	glutathione S-transferase family protein	NP_968919.1	4.19686056	139.1994865
Bd2068	hypothetical protein	NP_968920.1	1.805101316	208.0357266
Bd2069	hypothetical protein	NP_968921.1	20.60277002	63.91160998
NP_968922.1	Bd2070	42523542	284.2882742	99.34372871
Bd2071	TetR family transcriptional regulator	NP_968923.1	58.80141931	63.84251635
Bd2072	hypothetical protein	NP_968924.1	0.636490701	7.463422132
Bd2073	hypothetical protein	NP_968925.1	5.30129755	131.9366288
Bd2074	lkanal monooxygenase homolog yvbT	NP_968926.1	12.5532209	30.04035318
Bd2075	D-ribose periplasmic binding protein	NP_968927.1	7.876969571	79.16957637
Bd2076	hypothetical protein	NP_968928.1	36.0659243	105.5902263
Bd2077	hypothetical protein	NP_968929.1	29.88250588	86.30519199
Bd2078	hypothetical protein	NP_968930.1	14.08437951	65.7747959
Bd2079	hypothetical protein	NP_968931.1	0.604952874	31.41457153
Bd2080	GMP synthase	NP_968932.1	2.980019333	47.25677386
Bd2081	inosine-monophosphate dehydrogenase	NP_968933.1	5.779283394	147.2900677
Bd2082	transferase family protein	NP_968934.1	42.06735526	1183.071572
Bd2083	alpha-beta hydrolase superfamily protein	NP_968935.1	13.36143362	37.8774113
Bd2084	cation:proton antiporter	NP_968936.1	21.03486739	60.98553627
Bd2085	hypothetical protein	NP_968937.1	1.08306079	97.9703131
Bd2086	hypothetical protein	NP_968938.1	2.218604701	144.1981065
Bd2087	hypothetical protein	NP_968939.1	0.481936141	148.5440367
Bd2088	hypothetical protein	NP_968940.1	761.9552021	5.092623283
Bd2089	amino acid ABC transporter| periplasmic amino	NP_968941.1	196.3740337	160.8788992
Bd2091	hypothetical protein	NP_968942.1	10.70199443	335.3442176
Bd2092	hypothetical protein	NP_968943.1	7.411178514	550.7599021
Bd2093	hypothetical protein	NP_968944.1	3.920420643	136.3957952
Bd2095	acetyl-CoA acetyltransferase	NP_968945.1	0.513901293	206.6040616
Bd2096	3-oxoacid CoA-transferase subunit A	NP_968946.1	0.8645893	320.0737315
Bd2097	3-oxoacid CoA-transferase subunit B	NP_968947.1	0.459929924	306.6356477
Bd2098	hypothetical protein	NP_968948.1	89.05533384	122.4297036
Bd2099	hypothetical protein	NP_968949.1	9.138325414	1217.14507
Bd2100	hypthetical protein	NP_968950.1	58.92121946	123.7529994
Bd2101	hypothetical protein	NP_968951.1	1087.992744	16.73322152
Bd2102	hypothetical protein	NP_968952.1	793.262604	61.49149035
Bd2103	hypothetical protein	NP_968953.1	4.72146813	172.6811812
Bd2104	DNA-binding protein HU-alpha (HU-2)	NP_968954.1	14.38923621	767.6135521
Bd2105	hypothetical protein	NP_968955.1	27.60601613	234.9674834
Bd2106	hypothetical protein	NP_968956.1	16.17219567	126.6186032
Bd2107	Thiol:disulfide interchange protein dsbA	NP_968957.1	64.73371028	210.175629
Bd2109	hypothetical protein	NP_968958.1	2087.607919	202.1293882
Bd2110	hypothetical protein	NP_968959.1	8.260487452	103.5570976
Bd2111	anti-sigma factor antagonist	NP_968960.1	15.70934962	40.24672393
Bd2113	organic solvent tolerance protein	NP_968961.1	2.881426653	100.3126105
Bd2114	hypothetical protein	NP_968962.1	2.417391683	167.3768371
Bd2115	hypothetical protein	NP_968963.1	2.055605172	113.6322339
Bd2116	ribonuclease HII (RNase HII)	NP_968964.1	2.268573276	1083.802718
Bd2117	50S ribosomal protein L19	NP_968965.1	12.18443388	10474.65931
Bd2118	hypothetical protein	NP_968966.1	11.88034374	1566.129421
Bd2119	tRNA methyltransferase	NP_968967.1	22.99149698	409.590057
Bd2120	putative 16S rRNA processing protein	NP_968968.1	114.8713744	1825.660273
Bd2121	hypothetical protein	NP_968969.1	790.2088884	12919.64065
Bd2122	30S ribosomal protein S16	NP_968970.1	18.20325062	13786.7969
Bd2123	signal recognition particle protein	NP_968971.1	2.456698865	545.4622089
Bd2124	hypothetical protein	NP_968972.1	1.119162816	101.2359902
Bd2126	hypothetical protein	NP_968973.1	0.599551509	68.29412038
Bd2127	hypothetical protein	NP_968974.1	3.473263912	500.3617907
Bd2128	ABC transporter integral membrane protein	NP_968975.1	0.780811267	132.1038115
Bd2129	putative ATP-binding component of a transport	NP_968976.1	0.329165534	72.78404524
Bd2130	hypothetical protein	NP_968977.1	1.127514777	64.84643651
Bd2131	hypothetical protein	NP_968978.1	0.286964825	149.9792447
Bd2132	hypothetical protein	NP_968979.1	2.17614992	163.5190377
Bd2133	hypothetical protein	NP_968980.1	296.9034843	7.193771914
Bd2134	hypothetical protein	NP_968981.1	80.57972276	37.79476968
Bd2135	Ca2+/H+ antiporter ChaA	NP_968982.1	1.353825987	56.24221678
Bd2136	SlyX protein	NP_968983.1	1.459777586	132.0469437
Bd2137	hypothetical protein	NP_968984.1	8.58448751	178.3133918
Bd2138	hypothetical protein	NP_968985.1	33.35686575	100.7977392
Bd2139	two-component response regulator	NP_968986.1	34.88512388	118.5201837
Bd2140	DNA polymerase III subunit epsilon	NP_968987.1	1387.005701	29.6411683
Bd2141	two-component hybrid sensor and regulator	NP_968988.1	83.51221267	7.475231344
Bd2142	two-component sensor histidine kinase	NP_968989.1	33.57488448	0
Bd2143	two-component response regulator	NP_968990.1	16.29369394	12.40637135
Bd2144	ATP-dependent protease LA	NP_968991.1	64.82405279	36.97536166
Bd2145	sulfur deprivation response regulator	NP_968992.1	18.40319932	1.651484343
Bd2147	hypothetical protein	NP_968993.1	57.16804655	3.040119826
Bd2148	hypothetical protein	NP_968994.1	2.747036003	273.0303978
Bd2149	nitroreductase family protein	NP_968995.1	1.967278388	17.13630043
Bd2150	hypothetical protein	NP_968996.1	7.860016309	106.3075427
Bd2151	fumarate hydratase| class I	NP_968997.1	0.987496602	136.745782
Bd2152	glycerol-3-phosphate transporter	NP_968998.1	0.587887082	129.3352145
Bd2153	putative universal stress protein	NP_968999.1	50.67320528	846.7578193
Bd2154	two-component response regulator-like protein	NP_969000.1	1430.61326	10367.21504
Bd2155	putative transcriptional regulator	NP_969001.1	7785.19642	2769.054597
Bd2156	2-nitropropane dioxygenase	NP_969002.1	83.48349655	169.233337
Bd2157	hypothetical protein	NP_969003.1	16.33372759	466.9624053
Bd2159	hypothetical protein	NP_969004.1	2.289196669	250.5335111
Bd2161	putative permease	NP_969005.1	0	178.6517474
Bd2162	hypothetical protein	NP_969006.1	1.526131113	828.2944653
Bd2163	sugar transport protein	NP_969007.1	0.731656078	79.25658636
Bd2164	peptidyl-tRNA hydrolase domain protein	NP_969008.1	5.261735628	284.5688282
Bd2165	hypothetical protein	NP_969009.1	13.16662137	584.4779391
Bd2166	HAD superfamily hydrolase	NP_969010.1	46.16546616	802.0907052
Bd2167	putative PilL protein	NP_969011.1	4.255971272	499.0506559
Bd2168	hypothetical protein	NP_969012.1	0.453714655	127.6850327
Bd2170	putative hemolysins	NP_969013.1	0.878412675	317.8339227
Bd2171	hypothetical protein	NP_969014.1	0.633488386	87.01625992
Bd2172	putative Na+/H+ exchange protein	NP_969015.1	0.258932271	21.68723012
Bd2173	voltage-gated chloride channel family protein	NP_969016.1	0	18.24071896
Bd2174	acyl-CoA dehydrogenase	NP_969017.1	9.862879162	192.0633841
Bd2175	hypothetical protein	NP_969018.1	22.38325632	18888.01114
Bd2176	hypothetical protein	NP_969019.1	23.69991846	116.6198907
Bd2177	putative flagellar GTP binding protein	NP_969020.1	0	4.560179739
Bd2178	hypothetical protein	NP_969021.1	0	4.867114914
Bd2179	putative Rhs family protein	NP_969022.1	0.638845582	14.98207043
Bd2180	hypothetical protein	NP_969023.1	0.774805027	64.89486552
Bd2181	hypothetical protein	NP_969024.1	0	7.847751179
Bd2183	hypothetical protein	NP_969025.1	0.540078571	10.85640646
Bd2184	signal transduction sensor histidine kinase	NP_969026.1	0.335190194	10.66824079
Bd2185	hypothetical protein	NP_969027.1	0.42321283	256.634653
Bd2186	hypothetical protein	NP_969028.1	0	106.5642002
Bd2187	hypothetical protein	NP_969029.1	3.407976996	76.11728587
Bd2188	putative periplasmic protease	NP_969030.1	0	153.8390047
Bd2189	putative oligopeptide transport system	NP_969031.1	0	75.22178839
Bd2190	oligopeptide ABC transporter| ATP-binding	NP_969032.1	0.305226223	102.258576
Bd2191	ABC transporter| substrate binding protein	NP_969033.1	1.069642337	249.6557163
Bd2192	dipeptide transport system permease protein	NP_969034.1	2.48702848	188.5155785
Bd2193	ABC transporter| membrane spanning protein	NP_969035.1	0.994811392	170.8096954
Bd2194	hypothetical protein	NP_969036.1	2.558086437	18.21176543
Bd2195	hypothetical protein	NP_969037.1	3.82498684	29.90092538
Bd2196	twin-argine protein translocase component	NP_969038.1	274.4746806	2551.990586
Bd2197	alkane 1-monooxygenase	NP_969039.1	6.793744954	89.063921
Bd2198	hypothetical protein	NP_969040.1	4.165305218	52.01347868
Bd2199	hypothetical protein	NP_969041.1	6.488397921	127.3213374
Bd2201	transcription elongation factor GreA	NP_969042.1	4.943541273	676.976867
Bd2202	putative NAD(P)H-nitrite reductase	NP_969043.1	18.31357335	306.7757279
Bd2203	putative nitrite reductase	NP_969044.1	8.278738639	94.76428307
Bd2204	hydroxyacylglutathione hydrolase GloB	NP_969045.1	6.395216092	42.85121278
Bd2205	cell division inhibitor SULA	NP_969046.1	14.10585956	79.00985377
Bd2206	deoxyribodipyrimidine photolyase-class I	NP_969047.1	10.85793283	103.7127117
Bd2207	ABC-type transporter	NP_969048.1	19.84297241	85.26657276
Bd2208	cytochrome c biogenesis (thioredoxin) related	NP_969049.1	1199.483221	113.1703143
Bd2209	hemolysin-type calcium binding protein /	NP_969050.1	25289.82098	35.43662346
Bd2210	hypothetical protein	NP_969051.1	11279.01811	6.154163538
Bd2211	hypothetical protein	NP_969052.1	9284.98169	0
Bd2212	hypothetical protein	NP_969053.1	12648.83208	6.776170696
Bd2215	cation-efflux system membrane protein	NP_969054.1	71.89991339	636.9295418
Bd2217	cytochrome aa3 controlling protein CtaA	NP_969055.1	228.0432748	77.95950841
Bd2218	ATP-dependent protease La	NP_969056.1	1765.126208	874.7575853
Bd2219	hypothetical protein	NP_969057.1	233.7988306	450.7587885
Bd2220	MutT/NUDIX family hydrolase /pyrophosphatase	NP_969058.1	35.97309052	55.43875654
Bd2221	Na/Pi-cotransporter family protein	NP_969059.1	16.5368834	106.398522
Bd2222	hypothetical protein	NP_969060.1	17.51733103	73.35941319
Bd2223	hypothetical protein	NP_969061.1	1021.11993	158.5393809
Bd2224	copper-transporting ATPase copA	NP_969062.1	103.6421951	18.61811314
Bd2225	hypothetical protein	NP_969063.1	61.07771539	28.71942985
Bd2226	cation efflux system protein| AcrB/AcrD/AcrF	NP_969064.1	62.86573326	10.68101446
Bd2227	hypothetical protein	NP_969065.1	93.90869945	10.14897145
Bd2228	HAS ABC exporter outer membrane component	NP_969066.1	43.02559271	14.99792447
Bd2229	hypothetical protein	NP_969067.1	97.20281242	254.8598355
Bd2230	hypothetical protein	NP_969068.1	54.03457971	247.8172677
Bd2231	succinoglycan biosynthesis regulator	NP_969069.1	0.434157989	157.0903296
Bd2232	single-strand DNA-specific exonuclease	NP_969070.1	0.87434595	186.3023431
Bd2233	protein-export membrane protein SecF	NP_969071.1	1.930824028	1078.125561
Bd2234	SecD| protein-export membrane protein	NP_969072.1	1.604463506	536.9389687
Bd2235	preprotein translocase YajC subunit	NP_969073.1	0	1121.031304
Bd2236	queuine tRNA-ribosyltransferase	NP_969074.1	0	72.93912489
Bd2237	S-adenosylmethionine:tRNA	NP_969075.1	0	17.50478217
Bd2238	DMT family permease	NP_969076.1	0	26.12541683
Bd2239	hypothetical protein	NP_969077.1	0	31.11271567
Bd2240	hypothetical protein	NP_969078.1	0	28.12110839
Bd2241	glutamate synthase	NP_969079.1	0.391163703	144.1548081
Bd2242	hypothetical protein	NP_969080.1	0	1.712960917
Bd2243	hypothetical protein	NP_969081.1	0	1.864382877
Bd2244	hypothetical protein	NP_969082.1	0	0
Bd2245	RNase BN	NP_969083.1	2.473938857	1.184046669
Bd2246	oxidoreductase	NP_969084.1	1.497764364	5.017892947
Bd2247	putaive periplasmic or secreted lipoprotein	NP_969085.1	0	0
Bd2248	hypothetical protein	NP_969086.1	2.342433801	0
Bd2249	hypothetical protein	NP_969087.1	3.052262226	6.817238398
Bd2250	hypothetical protein	NP_969088.1	0.436037461	1.460836799
Bd2251	DegT/DnrJ/EryC1/StrS family protein	NP_969089.1	9.411141862	178.1003531
Bd2252	hypothetical protein	NP_969090.1	0.271861413	6.37563591
Bd2254	hypothetical protein	NP_969091.1	2.545388354	8.527700739
Bd2255	2-dehydro-3-deoxyphosphooctonate aldolase	NP_969092.1	3.833810339	413.3511019
Bd2256	hypothetical protein	NP_969093.1	1.208695841	132.2816939
Bd2257	isoleucyl-tRNA synthetase	NP_969094.1	1.810566145	324.0445603
Bd2258	hypothetical protein	NP_969095.1	0.419686056	11.24844336
Bd2259	hypothetical protein	NP_969096.1	4.094498108	709.200636
Bd2260	hypothetical protein	NP_969097.1	12.33363103	2300.191886
Bd2261	hypothetical protein	NP_969098.1	0	14.46228431
Bd2262	hypothetical protein	NP_969099.1	17.62681435	33.74533007
Bd2263	hypothetical protein	NP_969100.1	1.594585543	70.33987006
Bd2264	hypothetical protein	NP_969101.1	0.257607809	4.3152596
Bd2265	glutamine amidotransferase	NP_969102.1	0.886140646	3.958396489
Bd2266	aldehyde dehydrogenase	NP_969103.1	4.089248751	77.15278456
Bd2267	putative potassium/proton antiporter	NP_969104.1	0.544457586	81.17119935
Bd2268	Bdellovibr	NP_969105.1	0	289.2456863
Bd2269	InterPro: 	NP_969106.1	2.56390027	2276.889452
Bd2270	dolichyl-phosphate beta-glucosyltransferase	NP_969107.1	12.07030971	23.70539716
Bd2271	hypothetical protein	NP_969108.1	8.237166781	54.7090717
Bd2272	Bdellovibr	NP_969109.1	9.747547108	141.5126745
Bd2273	Bdellovibr	NP_969110.1	10.71538866	122.0575768
Bd2274	Bdellovibr	NP_969111.1	12.50608113	106.4450009
Bd2275	Bdellovibr	NP_969112.1	32.58738788	280.3839925
Bd2276	nucleic acid binding protein	NP_969113.1	240.3848872	172.9802634
Bd2277	hypothetical protein	NP_969114.1	2.014493069	222.7191784
Bd2279	alpha-D-1|4-glucosidase	NP_969115.1	1.263570921	119.1367388
Bd2280	putative multisubunit Na+/H+ antiporter	NP_969116.1	0	0
Bd2283	hypothetical protein	NP_969117.1	0	2.986312395
Bd2284	NADH dehydrogenase	NP_969118.1	0.413653608	0
Bd2285	multisubunit Na+/H+ antiporter	NP_969119.1	1.017420742	3.408619199
Bd2286	NADH dehydrogenase	NP_969120.1	0.825611913	1.975721901
Bd2288	hypothetical protein	NP_969121.1	1.372270483	3.67796513
Bd2289	putative haloacid dehalogenase-like hydrolase	NP_969122.1	7.978190372	76.84580115
Bd2290	putative SAM-dependent methyltransferase	NP_969123.1	2.518116336	0
Bd2292	putative hemagglutinin/hemolysin-related	NP_969124.1	448.7814983	2.805098094
