"GENE_NAME"	"E0"	"M45"	"J45"	"T45"	"M90"	"J90"	"T90"	"M45/E0"	"J45/E0"	"T45/E0"	"M90/E0"	"J90/E0"	"T90/E0"	"FUNCTION"	"MAPLOC"	
LA2234	1.259	1.305	1.611	0.954	1.082	0.999	1.044	1.04	1.28	0.76	0.86	0.79	0.83	hypothetical protein	2214680-2214868	
LA2235	0.774	0.958	0.716	0.599	0.791	1.022	0.673	1.24	0.93	0.77	1.02	1.32	0.87	hypothetical protein	2215084-2215218	
LA2236	1.332	1.157	1.742	1.909	1.876	1.177	1.677	0.87	1.31	1.43	1.41	0.88	1.26	glycerol-3-phosphate dehydrogenase	2215342-2216994	
LA2237	0.905	0.956	0.622	0.705	0.931	0.973	0.754	1.06	0.69	0.78	1.03	1.08	0.83	tyrosyl-tRNA synthetase	2217027-2218244	
LA2238	0.822	1.028	0.564	0.776	0.833	0.923	0.652	1.25	0.69	0.94	1.01	1.12	0.79	polysaccharide deacetylase	2218290-2219486	
LA2239	0.618	0.774	0.157	0.355	0.407	0.526	0.122	1.25	0.25	0.57	0.66	0.85	0.2	hypothetical protein	2219816-2219920	
LA2240	1.44	7.031	1.098	1.184	1.578	1.217	1.165	4.88	0.76	0.82	1.1	0.85	0.81	hypothetical protein	2219890-2220468	
LA2241	0.9	3.631	0.557	0.656	1.285	0.909	0.63	4.03	0.62	0.73	1.43	1.01	0.7	hypothetical protein	2220906-2221466	
LA2242	0.966	1.546	1.056	1.09	0.952	1.002	1.059	1.6	1.09	1.13	0.99	1.04	1.1	probable TonB-dependent receptor	2221493-2223901	
LA2243	0.479	0.618	0.136	0.3	0.374	0.468	0.107	1.29	0.28	0.63	0.78	0.98	0.22	hypothetical protein	2224228-2224362	
LA2244	0.92	1.162	0.562	0.98	1.107	0.96	0.651	1.26	0.61	1.07	1.2	1.04	0.71	putative outermembrane protein	2225121-2225621	
LA2245	0.823	0.873	0.618	0.965	0.833	0.982	0.667	1.06	0.75	1.17	1.01	1.19	0.81	hypothetical protein	2226380-2226601	
LA2246	0.81	0.941	0.68	0.756	0.757	0.902	0.707	1.16	0.84	0.93	0.93	1.11	0.87	Methyl-accepting chemotaxis protein	2226654-2228162	
LA2247	0.593	0.684	0.24	0.323	0.44	0.64	0.183	1.15	0.4	0.54	0.74	1.08	0.31	hypothetical protein	2228418-2228522	
LA2248	0.822	1.021	0.39	0.567	0.839	0.709	0.418	1.24	0.47	0.69	1.02	0.86	0.51	putative outermembrane protein	2228735-2229058	
LA2249	0.74	0.952	0.475	0.62	0.924	0.779	0.457	1.29	0.64	0.84	1.25	1.05	0.62	hypothetical protein	2229957-2230838	
LA2250	7.667	13.385	1.816	3.238	13.577	2.496	1.65	1.75	0.24	0.42	1.77	0.33	0.22	Nuclease S1	2231152-2232072	
LA2251	0.714	0.851	0.4	0.452	0.676	0.759	0.433	1.19	0.56	0.63	0.95	1.06	0.61	vacB-like RIBONUCLEASE II	2232779-2233957	
LA2252	1.439	2.196	2.084	2.737	2.433	2.069	2.299	1.53	1.45	1.9	1.69	1.44	1.6	4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis enzyme	2234056-2234601	
LA2253	0.963	0.944	1.112	1.118	1.283	0.962	1.171	0.98	1.15	1.16	1.33	1	1.22	Regulatory SIR2 family protein	2234598-2235338	
LA2254	2.229	1.004	2.844	1.793	1.293	1.799	3.243	0.45	1.28	0.8	0.58	0.81	1.45	hypothetical protein	2235539-2235775	
LA2255	1.127	0.91	1.749	1.565	0.934	0.956	1.515	0.81	1.55	1.39	0.83	0.85	1.34	hypothetical protein	2236170-2237240	
LA2256	1.644	1.064	3.361	3.411	1.697	2.487	3.316	0.65	2.04	2.07	1.03	1.51	2.02	alginate o-acetyltransferase	2237250-2238734	
LA2257	0.901	0.969	0.904	1.034	1.032	1.08	0.948	1.08	1	1.15	1.15	1.2	1.05	hypothetical protein	2239314-2240141	
LA2258	0.706	0.844	0.339	0.514	0.794	0.754	0.402	1.2	0.48	0.73	1.12	1.07	0.57	hypothetical protein	2238738-2239367	
LA2259	1.341	2.967	0.414	0.595	1.653	0.786	0.406	2.21	0.31	0.44	1.23	0.59	0.3	hypothetical protein	2240428-2240919	
LA2260	1.609	3.952	0.889	0.852	1.646	1.051	0.81	2.46	0.55	0.53	1.02	0.65	0.5	Transcriptional regulator. tetR family	2240933-2241586	
LA2261	1.066	1.112	1.188	1.04	0.938	0.933	0.905	1.04	1.11	0.98	0.88	0.88	0.85	Glycerol-3-phosphate dehydrogenase	2241591-2243249	
LA2262	1.255	1.136	1.254	1.625	1.066	1.115	1.317	0.91	1	1.29	0.85	0.89	1.05	Alkyldihydroxyacetonephosphate synthase	2243423-2245114	
LA2263	1.164	1.083	1.954	1.959	1.096	1.347	2.1	0.93	1.68	1.68	0.94	1.16	1.8	Ankyrin repeat proteins	2245111-2245920	
LA2264	1.479	1.138	4.379	4.303	1.468	1.927	3.373	0.77	2.96	2.91	0.99	1.3	2.28	hypothetical protein	2246004-2246261	
LA2265	1.228	1.166	0.91	1.228	1.395	1.222	1.13	0.95	0.74	1	1.14	1	0.92	enoyl-CoA hydratase	2246432-2247199	
LA2266	0.848	0.878	0.581	0.77	0.961	0.827	0.56	1.04	0.69	0.91	1.13	0.98	0.66	putative outermembrane protein	2247391-2248185	
LA2267	0.782	0.982	0.419	0.588	0.948	0.819	0.438	1.26	0.54	0.75	1.21	1.05	0.56	putative outermembrane protein	2248192-2250180	
LA2268	0.947	1.153	0.792	0.838	1.318	0.976	0.688	1.22	0.84	0.88	1.39	1.03	0.73	putative outermembrane protein	2250314-2251594	
LA2269	0.694	0.812	0.465	0.531	0.724	0.754	0.37	1.17	0.67	0.77	1.04	1.09	0.53	Aminotransferase class-V protein	2251569-2252693	
LA2270	0.643	0.841	0.193	0.352	0.457	0.57	0.15	1.31	0.3	0.55	0.71	0.89	0.23	hypothetical protein	2252834-2252980	
LA2271	0.569	0.642	0.15	0.305	0.415	0.646	0.12	1.13	0.26	0.54	0.73	1.14	0.21	hypothetical protein	2253054-2253185	
LA2272	0.994	0.96	1.281	1.073	0.972	1.189	1.092	0.97	1.29	1.08	0.98	1.2	1.1	hypothetical protein	2253182-2253994	
LA2273	1.198	1.086	1.878	2.037	1.192	1.44	1.909	0.91	1.57	1.7	0.99	1.2	1.59	putative outermembrane protein	2254062-2254793	
LA2274	1.259	1.267	2.009	2.364	1.565	1.528	1.896	1.01	1.6	1.88	1.24	1.21	1.51	Deoxyguanosinetriphosphate triphosphohydrolase	2254885-2256030	
LA2275	2.987	1.679	9.278	9.03	3.06	3.422	5.869	0.56	3.11	3.02	1.02	1.15	1.96	dedA protein	2256154-2256759	
LA2276	0.827	0.954	1.164	1.066	1.078	1.003	1.047	1.15	1.41	1.29	1.3	1.21	1.27	putative HNH family endonuclease	2256811-2257365	
LA2277	1.23	1.14	3.77	2.653	1.412	1.708	2.601	0.93	3.07	2.16	1.15	1.39	2.11	hypothetical protein	2257362-2257859	
LA2278	0.74	0.948	0.476	0.503	0.685	0.76	0.529	1.28	0.64	0.68	0.93	1.03	0.71	hypothetical protein	2257846-2258343	
LA2279	0.996	1.296	0.503	0.551	1.271	0.89	0.424	1.3	0.51	0.55	1.28	0.89	0.43	hypothetical protein	2258322-2258750	
LA2280	1.326	2.176	0.654	0.606	1.679	0.877	0.675	1.64	0.49	0.46	1.27	0.66	0.51	Flagellar protein FliS	2258747-2259199	
LA2281	0.493	0.595	0.154	0.282	0.396	0.776	0.128	1.21	0.31	0.57	0.8	1.57	0.26	hypothetical protein	2259424-2259531	
LA2282	1.265	1.098	2.939	2.555	1.487	1.562	2.066	0.87	2.32	2.02	1.18	1.23	1.63	Phosphoribosylglycinamide formyltransferase	2259613-2260239	
LA2283	1.031	1.02	0.762	0.887	1.133	0.901	0.807	0.99	0.74	0.86	1.1	0.87	0.78	IMP cyclohydrolase	2260243-2261778	
LA2284	0.782	0.823	0.539	0.527	0.715	0.723	0.663	1.05	0.69	0.67	0.91	0.92	0.85	hypothetical protein	2261781-2262407	
LA2285	1.57	1.735	3.721	2.565	1.811	1.973	2.423	1.11	2.37	1.63	1.15	1.26	1.54	putative outermembrane protein	2262438-2263169	
LA2286	1.392	1.746	1.069	1.011	1.642	1.274	1.312	1.25	0.77	0.73	1.18	0.92	0.94	transaldolase	2263349-2263993	
LA2287	0.757	0.909	0.434	0.61	0.753	0.689	0.509	1.2	0.57	0.81	0.99	0.91	0.67	hypothetical protein	2264145-2264453	
LA2288	0.557	0.677	0.158	0.306	0.388	0.551	0.13	1.22	0.28	0.55	0.7	0.99	0.23	hypothetical protein	2264963-2265076	
LA2289	0.735	0.888	0.391	0.547	0.692	0.715	0.486	1.21	0.53	0.74	0.94	0.97	0.66	hypothetical protein	2265580-2266629	
LA2290	1.015	0.912	1.325	1.345	0.887	1.239	1.396	0.9	1.31	1.33	0.87	1.22	1.38	alginate o-acetyltransferase	2266640-2268064	
LA2291	0.879	0.869	0.749	0.579	0.801	0.977	0.701	0.99	0.85	0.66	0.91	1.11	0.8	ribosomal large subunit pseudouridine synthase B	2268055-2268795	
LA2292	0.731	0.978	0.344	0.537	1.285	0.772	0.449	1.34	0.47	0.73	1.76	1.06	0.61	lipoyl synthase	2268895-2269800	
LA2293	0.827	0.907	0.796	0.654	0.627	0.612	0.659	1.1	0.96	0.79	0.76	0.74	0.8	hypothetical protein	2269788-2270087	
LA2294	7.344	3.016	16.091	10.973	3.297	5.15	15.055	0.41	2.19	1.49	0.45	0.7	2.05	transposase	2270606-2271679	
LA2295	5.879	7.94	0.565	1.478	8.283	3.486	0.979	1.35	0.1	0.25	1.41	0.59	0.17	LipL45 protein	2272712-2273884	
LA2296	0.847	0.98	0.641	0.773	0.957	1.025	0.702	1.16	0.76	0.91	1.13	1.21	0.83	hypothetical protein	2273978-2275327	
LA2297	1.176	1.415	1.116	1.031	1.292	1.162	1.102	1.2	0.95	0.88	1.1	0.99	0.94	hypothetical protein	2275553-2276863	
LA2298	0.899	0.973	0.965	1.248	1.08	0.939	1.023	1.08	1.07	1.39	1.2	1.04	1.14	hypothetical protein	2277721-2278830	
LA2299	0.558	0.7	0.156	0.313	0.432	0.529	0.136	1.25	0.28	0.56	0.77	0.95	0.24	hypothetical protein	2278932-2279126	
LA2300	1.834	1.203	3.52	3.639	2.025	1.991	3.667	0.66	1.92	1.98	1.1	1.09	2	hypothetical protein	2279156-2279836	
LA2301	0.988	1.013	1.123	0.907	0.813	0.845	0.998	1.03	1.14	0.92	0.82	0.86	1.01	hypothetical protein	2279849-2280523	
LA2302	1.718	1.387	2.749	2.618	1.965	1.749	2.891	0.81	1.6	1.52	1.14	1.02	1.68	hypothetical protein	2280539-2281204	
LA2303	1.054	1.43	1.038	1.392	1.505	1.246	1.322	1.36	0.98	1.32	1.43	1.18	1.25	3-oxoacyl-[acyl-carrier protein] reductase	2281287-2281955	
LA2304	1.038	0.961	0.349	0.46	0.561	0.617	0.427	0.93	0.34	0.44	0.54	0.59	0.41	hypothetical protein	2281969-2282121	
LA2305	0.656	0.81	0.182	0.332	0.644	0.634	0.178	1.23	0.28	0.51	0.98	0.97	0.27	hypothetical protein	2282277-2282402	
LA2306	1.464	2.251	1.196	1.61	4.112	2.047	1.898	1.54	0.82	1.1	2.81	1.4	1.3	UDP-3-O-acyl-N-acetylglucosamine deacetylase	2282399-2283304	
LA2307	0.966	0.987	1.165	1.343	0.867	1.083	1.103	1.02	1.21	1.39	0.9	1.12	1.14	Phosphoenolpyruvate-protein phosphotransferase	2283350-2285182	
LA2308	0.965	0.92	0.976	1.419	0.904	0.994	0.994	0.95	1.01	1.47	0.94	1.03	1.03	hypothetical protein	2285179-2285928	
LA2309	13.577	6.29	1.389	1.931	1.495	1.694	2.186	0.46	0.1	0.14	0.11	0.12	0.16	long-chain-fatty-acid CoA ligase	2285953-2287998	
LA2310	0.617	0.723	0.216	0.327	0.482	0.542	0.186	1.17	0.35	0.53	0.78	0.88	0.3	hypothetical protein	2288186-2288296	
LA2311	0.812	1.021	0.676	0.771	1.449	0.859	0.732	1.26	0.83	0.95	1.78	1.06	0.9	hypothetical protein	2288911-2289435	
LA2312	0.989	1.028	1.133	0.782	1.049	1.116	0.881	1.04	1.15	0.79	1.06	1.13	0.89	thioredoxin	2288415-2288912	
LA2313	0.607	0.749	0.173	0.32	0.412	0.537	0.143	1.23	0.29	0.53	0.68	0.88	0.24	hypothetical protein	2290155-2290277	
LA2314	0.686	0.895	0.27	0.455	0.58	0.603	0.291	1.3	0.39	0.66	0.85	0.88	0.42	mannosyltransferase	2290292-2291455	
LA2315	1.098	1.122	0.721	0.794	0.883	0.989	0.803	1.02	0.66	0.72	0.8	0.9	0.73	inositol monophosphatase family protein	2291560-2292405	
LA2316	1.11	1.21	0.571	0.58	0.846	0.943	0.529	1.09	0.51	0.52	0.76	0.85	0.48	putative outermembrane protein	2292430-2292870	
LA2317	2.488	2.211	6.511	6.554	3.247	4.966	4.765	0.89	2.62	2.63	1.31	2	1.92	ATP-dependent DNA helicase pcrA	2292933-2295131	
LA2318	1.343	1.251	2.525	2.821	1.5	1.58	2.463	0.93	1.88	2.1	1.12	1.18	1.83	Predicted outer membrane protein	2295135-2298062	
LA2319	2.566	1.576	2.22	2.349	2.321	1.701	1.922	0.61	0.87	0.92	0.9	0.66	0.75	ExbD/TolR family protein	2298081-2298530	
LA2320	5.138	3.111	3.405	4.422	4.146	2.222	2.782	0.61	0.66	0.86	0.81	0.43	0.54	biopolymer transport protein. putative	2298533-2299138	
LA2321	3.428	9.106	1.848	3.334	9.509	4.014	2.396	2.66	0.54	0.97	2.77	1.17	0.7	DNA repair protein RecN	2299250-2300956	
LA2322	0.594	0.73	0.163	0.324	0.447	0.571	0.138	1.23	0.27	0.55	0.75	0.96	0.23	hypothetical protein	2301315-2301512	
LA2323	0.912	0.972	0.91	0.689	0.985	1.18	0.893	1.07	1	0.76	1.08	1.29	0.98	hypothetical protein	2301721-2302425	
LA2324	1.284	1.323	1.981	1.81	1.386	1.529	1.567	1.03	1.54	1.41	1.08	1.19	1.22	3-ketoacyl-(acyl-carrier-protein) reductase	2302415-2303185	
LA2325	1.455	3.774	0.399	1.101	12.019	2.704	0.773	2.59	0.27	0.76	8.26	1.86	0.53	transcriptional regulator. ArsR family	2303362-2303661	
LA2326	0.903	1.18	0.428	0.613	1.378	0.792	0.489	1.31	0.47	0.68	1.53	0.88	0.54	UDP-galactose 4-epimerase	2303689-2304669	
LA2327	1.046	1.062	1.432	1.586	1.147	1.177	1.48	1.02	1.37	1.52	1.1	1.13	1.41	hypothetical protein	2304675-2306432	
LA2328	0.918	0.96	1.158	1.42	0.754	0.954	0.901	1.05	1.26	1.55	0.82	1.04	0.98	A/G-specific DNA glycosylase	2306429-2307556	
LA2329	2.376	2.441	2.324	3.559	3.083	2.052	2.166	1.03	0.98	1.5	1.3	0.86	0.91	GTP-binding protein	2307638-2308735	
LA2330	0.76	0.843	0.554	0.679	0.833	0.767	0.403	1.11	0.73	0.89	1.1	1.01	0.53	hypothetical protein	2308781-2309995	
LA2331	1.21	1.295	1.258	1.733	2.446	1.406	1.543	1.07	1.04	1.43	2.02	1.16	1.28	hypothetical protein	2310041-2310688	
LA2332	1.165	1.017	1.715	2.261	1.087	1.262	1.639	0.87	1.47	1.94	0.93	1.08	1.41	protoheme IX farnesyltransferase	2310751-2311695	
LA2333	0.777	0.829	0.755	0.822	0.532	0.639	0.772	1.07	0.97	1.06	0.68	0.82	0.99	hypothetical protein	2312232-2312342	
LA2334	0.626	0.798	0.175	0.341	0.413	0.491	0.149	1.27	0.28	0.54	0.66	0.78	0.24	hypothetical protein	2312368-2312505	
LA2335	0.917	0.995	1.023	1.283	1.056	1.01	1.034	1.09	1.12	1.4	1.15	1.1	1.13	Probable aromatic acid decarboxylase	2313128-2313742	
LA2336	1.412	3.398	0.477	0.846	1.992	0.876	0.556	2.41	0.34	0.6	1.41	0.62	0.39	hypothetical protein	2313749-2314438	
LA2337	1.63	1.416	1.833	1.902	1.444	1.486	2.181	0.87	1.12	1.17	0.89	0.91	1.34	Mrp protein homolog	2314485-2315528	
LA2338	0.729	0.917	0.338	0.503	0.642	0.692	0.336	1.26	0.46	0.69	0.88	0.95	0.46	Predicted DNA repair exonuclease	2315530-2316408	
LA2339	0.895	0.91	0.919	0.917	0.734	0.977	0.873	1.02	1.03	1.02	0.82	1.09	0.98	biotin_lipoyl domain protein	2316405-2316665	
LA2340	1.242	1.239	1.559	1.654	1.135	1.237	1.334	1	1.26	1.33	0.91	1	1.07	hypothetical protein	2316733-2317563	
LA2341	0.592	0.745	0.172	0.326	0.427	0.551	0.136	1.26	0.29	0.55	0.72	0.93	0.23	hypothetical protein	2317690-2317794	
LA2342	0.782	0.882	0.442	0.606	0.748	0.781	0.527	1.13	0.57	0.77	0.96	1	0.67	hypothetical protein	2318065-2318583	
LA2343	2.296	1.598	3.322	2.508	1.659	2.235	2.751	0.7	1.45	1.09	0.72	0.97	1.2	hypothetical protein	2318803-2320308	
LA2344	0.665	0.776	0.435	0.407	0.504	0.677	0.315	1.17	0.65	0.61	0.76	1.02	0.47	hypothetical protein	2321297-2321455	
LA2345	1.713	1.682	2.069	2.161	1.314	1.254	1.742	0.98	1.21	1.26	0.77	0.73	1.02	ATP-dependent protease ATP-binding subunit	2321603-2323042	
LA2346	2.01	2.324	1.425	1.83	1.843	1.159	1.569	1.16	0.71	0.91	0.92	0.58	0.78	ATP-dependent protease peptidase subunit	2323052-2323594	
LA2347	0.796	0.992	0.246	0.379	0.705	0.885	0.242	1.25	0.31	0.48	0.89	1.11	0.3	Integrase/recombinase xerC	2323581-2324537	
LA2348	1.093	1.127	0.563	0.732	0.969	0.78	0.573	1.03	0.52	0.67	0.89	0.71	0.52	hypothetical protein	2324509-2324658	
LA2349	0.86	0.927	0.956	0.903	0.975	1.028	1.046	1.08	1.11	1.05	1.13	1.2	1.22	peptidyl-tRNA hydrolase	2324736-2325308	
LA2350	1.566	1.626	2.331	2.427	2.355	1.528	2.317	1.04	1.49	1.55	1.5	0.98	1.48	alpha-isopropylmalate synthase	2325296-2326846	
LA2351	1.217	1.238	0.657	0.588	1.734	0.906	0.607	1.02	0.54	0.48	1.42	0.74	0.5	DNA mismatch repair protein MutS	2326843-2327211	
LA2352	1.819	1.619	2.76	2.632	1.52	1.418	1.977	0.89	1.52	1.45	0.84	0.78	1.09	hypothetical protein	2327301-2328860	
LA2353	0.801	0.913	0.659	0.878	0.838	0.816	0.506	1.14	0.82	1.1	1.05	1.02	0.63	hypothetical protein	2330474-2331097	
LA2354	1.255	1.462	1.363	1.418	4.528	1.362	1.263	1.16	1.09	1.13	3.61	1.09	1.01	dedA protein	2329859-2330500	
LA2355	1.648	1.205	3.067	2.736	1.577	1.761	2.285	0.73	1.86	1.66	0.96	1.07	1.39	hypothetical protein	2331104-2332234	
LA2356	1.809	1.402	4.612	5.365	2.213	1.92	3.339	0.78	2.55	2.97	1.22	1.06	1.85	Probable exodeoxyribonuclease VII large subunit	2332238-2333506	
LA2357	1.488	1.236	2.066	1.724	1.817	0.964	1.333	0.83	1.39	1.16	1.22	0.65	0.9	Probable exodeoxyribonuclease VII small subunit	2333508-2333795	
LA2358	0.765	0.842	0.552	0.472	0.508	0.583	0.381	1.1	0.72	0.62	0.66	0.76	0.5	hypothetical protein	2334112-2334282	
LA2359	0.599	0.716	0.171	0.315	0.525	0.733	0.204	1.2	0.29	0.53	0.88	1.22	0.34	hypothetical protein	2334272-2334367	
LA2360	14.196	12.603	3.286	3.568	1.909	1.594	3.045	0.89	0.23	0.25	0.13	0.11	0.21	ribonucleotide-diphosphate reductase alpha subunit	2334723-2338352	
LA2361	1.375	1.242	3.409	3.534	1.658	2.913	3.898	0.9	2.48	2.57	1.21	2.12	2.83	probable alcohol dehydrogenase	2338522-2339067	
LA2362	0.725	0.89	0.435	0.423	0.722	0.828	0.378	1.23	0.6	0.58	1	1.14	0.52	hypothetical protein	2339552-2339770	
LA2363	0.575	0.692	0.188	0.323	0.488	0.603	0.157	1.2	0.33	0.56	0.85	1.05	0.27	hypothetical protein	2340132-2340257	
LA2364	0.541	0.629	0.151	0.288	0.395	0.53	0.127	1.16	0.28	0.53	0.73	0.98	0.23	putative outermembrane protein	2340128-2340250	
LA2365	0.733	0.978	0.327	0.545	0.615	0.704	0.341	1.33	0.45	0.74	0.84	0.96	0.47	hypothetical protein	2340309-2341250	
LA2366	0.728	0.934	0.426	0.463	0.919	1.029	0.339	1.28	0.59	0.64	1.26	1.41	0.47	hypothetical protein	2341247-2341774	
LA2367	1.057	0.952	1.239	1.13	1.042	0.982	1.141	0.9	1.17	1.07	0.99	0.93	1.08	cell-division protein ftsA	2341782-2343404	
LA2368	0.992	1.001	1.274	1.902	0.979	1.013	1.149	1.01	1.28	1.92	0.99	1.02	1.16	type II secretion pathway related protein etpK-like protein	2343410-2344786	
LA2369	1.093	0.959	1.514	1.322	0.992	1.16	1.543	0.88	1.39	1.21	0.91	1.06	1.41	hypothetical protein	2344749-2345393	
LA2370	1.43	1.099	1.873	2.094	1.451	1.718	1.981	0.77	1.31	1.46	1.01	1.2	1.39	hypothetical protein	2345403-2345939	
LA2371	1.004	0.932	1.104	1.023	0.892	0.983	1.166	0.93	1.1	1.02	0.89	0.98	1.16	putative outermembrane protein	2345914-2346483	
LA2372	3.982	1.873	5.18	6.111	2.636	2.53	4.117	0.47	1.3	1.53	0.66	0.64	1.03	General secretory pathway protein G	2346505-2346981	
LA2373	1.334	1.108	2.821	2.384	1.106	1.359	2.177	0.83	2.11	1.79	0.83	1.02	1.63	General secretory pathway protein F	2347003-2348229	
LA2374	1.238	1.239	1.687	1.914	1.21	1.228	1.804	1	1.36	1.55	0.98	0.99	1.46	general secretion pathway protein E	2348235-2349908	
LA2375	2.042	1.823	1.621	2.092	1.334	1.273	1.635	0.89	0.79	1.02	0.65	0.62	0.8	General secretory pathway protein D	2349912-2351759	
LA2376	1.289	1.151	1.784	1.99	1.393	1.516	1.812	0.89	1.38	1.54	1.08	1.18	1.41	general secretion pathway protein C	2351707-2352615	
LA2377	1.301	1.324	1.629	1.969	1.813	1.51	1.711	1.02	1.25	1.51	1.39	1.16	1.32	peptidase. M23/M37 family protein	2352671-2353681	
LA2378	1.326	1.172	1.242	1.828	1.701	1.155	1.188	0.88	0.94	1.38	1.28	0.87	0.9	putative lipoprotein	2353650-2354024	
LA2379	1.362	1.036	3.808	3.445	1.4	1.881	2.995	0.76	2.8	2.53	1.03	1.38	2.2	hypothetical protein	2354228-2355712	
LA2380	0.663	0.807	0.267	0.371	0.558	0.608	0.256	1.22	0.4	0.56	0.84	0.92	0.39	hypothetical protein	2355732-2355929	
LA2381	0.868	0.947	0.92	1.011	0.751	0.885	0.867	1.09	1.06	1.16	0.87	1.02	1	hypothetical protein	2356025-2356375	
LA2382	0.586	0.758	0.171	0.328	0.44	0.538	0.138	1.29	0.29	0.56	0.75	0.92	0.24	hypothetical protein	2356901-2357038	
LA2383	1.181	2.393	1.086	1.402	2.269	1.123	1.111	2.03	0.92	1.19	1.92	0.95	0.94	HD-GYP domain	2357091-2358275	
LA2384	0.937	1.328	0.381	0.559	1.348	0.85	0.487	1.42	0.41	0.6	1.44	0.91	0.52	flhB-related protein	2358272-2358535	
LA2385	1.395	1.416	0.971	1.107	1.803	1.136	1.245	1.02	0.7	0.79	1.29	0.81	0.89	hypothetical protein	2358536-2359279	
LA2386	0.805	1.265	0.477	0.76	0.95	0.906	0.632	1.57	0.59	0.94	1.18	1.13	0.79	ribonuclease HII	2359353-2359703	
LA2387	1.971	10.104	1.695	2.981	12.722	3.068	2.05	5.13	0.86	1.51	6.45	1.56	1.04	50S ribosomal protein L19	2360055-2360471	
LA2388	1.026	1.216	1.005	1.219	2.888	1.362	1.381	1.19	0.98	1.19	2.81	1.33	1.35	tRNA (Guanine-N1)-methyltransferase	2360431-2361126	
LA2389	0.773	0.962	0.617	0.617	0.672	0.77	0.596	1.24	0.8	0.8	0.87	1	0.77	RimM protein. required for 16S rRNA processing	2361116-2361646	
LA2390	0.944	1.603	0.755	1.027	1.848	0.844	0.778	1.7	0.8	1.09	1.96	0.89	0.82	Predicted RNA-binding protein	2361639-2361869	
LA2391	2.701	5.066	1.956	2.078	10.477	1.532	1.925	1.88	0.72	0.77	3.88	0.57	0.71	ribosomal protein S16	2361869-2362213	
LA2392	0.787	0.865	0.64	0.629	0.643	0.689	0.569	1.1	0.81	0.8	0.82	0.88	0.72	hypothetical protein	2362349-2362486	
LA2393	0.706	0.733	0.481	0.496	0.647	0.735	0.531	1.04	0.68	0.7	0.92	1.04	0.75	hypothetical protein	2362247-2362378	
LA2394	1.207	1.033	1.28	1.635	1.457	1.188	1.447	0.86	1.06	1.35	1.21	0.98	1.2	ribulose-phosphate 3-epimerase	2362909-2363556	
LA2395	1.012	1.007	0.603	0.768	1.352	0.905	0.847	1	0.6	0.76	1.34	0.89	0.84	putative outermembrane protein	2363553-2364548	
LA2396	1.217	1.166	1.7	1.691	1.196	1.221	1.671	0.96	1.4	1.39	0.98	1	1.37	methionyl-tRNA formyltransferase	2364545-2365183	
LA2397	0.907	0.806	1.27	0.58	0.859	1.213	1.151	0.89	1.4	0.64	0.95	1.34	1.27	hypothetical protein	2365460-2365570	
LA2398	0.988	0.887	1.278	1.05	0.621	1.02	1.182	0.9	1.29	1.06	0.63	1.03	1.2	Primosomal protein N'	2365619-2367562	
LA2399	1.474	1.151	1.807	1.765	1.413	1.298	1.547	0.78	1.23	1.2	0.96	0.88	1.05	hypothetical protein	2367559-2368410	
LA2400	1.109	1.122	1.46	1.507	1.102	1.34	1.317	1.01	1.32	1.36	0.99	1.21	1.19	nitrogen assimilation regulatory protein Ntrx	2368403-2369749	
LA2401	0.914	1.001	0.97	1.08	0.951	1.091	1.067	1.1	1.06	1.18	1.04	1.19	1.17	two-component hybrid sensor and regulator	2369757-2371547	
LA2402	1.331	1.204	2.049	2.845	1.951	1.286	1.84	0.9	1.54	2.14	1.47	0.97	1.38	Phosphocarrier protein HPr	2371561-2371824	
LA2403	1.513	1.262	2.487	2.41	1.416	1.374	2.287	0.83	1.64	1.59	0.94	0.91	1.51	HPr kinase/phosphorylase	2371796-2372761	
LA2404	1.068	1.182	1.363	1.28	1.072	1.108	1.236	1.11	1.28	1.2	1	1.04	1.16	transcription initiation factor sigma 54	2372766-2374187	
LA2405	1.383	1.295	0.996	0.955	1.374	1.241	1.364	0.94	0.72	0.69	0.99	0.9	0.99	ABC transport system. ATPase component	2374184-2374909	
LA2406	0.889	1.033	0.57	0.611	0.986	0.806	0.575	1.16	0.64	0.69	1.11	0.91	0.65	hypothetical protein	2374922-2376292	
LA2407	1.478	1.529	0.896	1.217	2.205	1.155	1.235	1.03	0.61	0.82	1.49	0.78	0.84	hypothetical protein	2376289-2376873	
LA2408	2.903	2.704	2.43	2.913	1.765	1.487	2.29	0.93	0.84	1	0.61	0.51	0.79	2-dehydro-3-deoxyphosphooctonate aldolase	2376885-2377754	
LA2409	1.642	1.643	1.331	1.636	1.644	1.267	1.764	1	0.81	1	1	0.77	1.07	CTP synthetase	2377751-2379379	
LA2410	0.832	0.997	0.459	0.601	1.223	0.777	0.661	1.2	0.55	0.72	1.47	0.93	0.79	glycerol-3-phosphate cytidylyltransferase	2379566-2380042	
LA2411	1.19	1.095	1.32	1.233	1.004	1.01	1.196	0.92	1.11	1.04	0.84	0.85	1.01	ADP-heptose synthase	2380043-2381056	
LA2412	0.978	0.897	1.608	1.186	1.009	1.016	1.449	0.92	1.64	1.21	1.03	1.04	1.48	ATP-dependent proteinase	2381078-2381731	
